Episode,Links
250,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_275472701856687_3854016254484915371_n.mp4?_nc_cat=106&vs=264ab55b8ae1976b&_nc_vs=HBksFQAYJEdJQ1dtQUN2RzRwOGl2b0FBS3VrSnk5ZE4zdzFibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFEMGstTkdmUlVCQUZGTzJ4X2FjdE43YnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACb44IbK%2Bd6ECRUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPNTk5MzcwODIyMTI1OTM2Em9lbV92aWRlb19hc3NldF9pZBAxMDUwNzEwMTAyNDcyNDQzFW9lbV92aWRlb19yZXNvdXJjZV9pZBAyNTQzNzAyMTA5MTE2NDc2HG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQPMjY1MTc5NTQ5NjEyNTQ5DnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwQ1NTIyAmNkCjIwMjMtMDgtMjEDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MIMTQ0MC4yMTQBZgJhZAJ0cxVwcm9ncmVzc2l2ZV9lbmNvZGluZ3MA&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=9jp_7JPhRLsAX_SyLsT&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfD9ldJDvAGkyJCvgzWS5CN3rwMY6U35g4BB82kQ2avmpQ&oe=65020BA3&_nc_rid=965144801671773
251,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_820456339746873_555062719043335431_n.mp4?_nc_cat=108&vs=5afa423bfbfd0883&_nc_vs=HBksFQAYJEdJQ1dtQUE1TUs5Z01fb0NBQWYxb3lTYV9yTUhibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFDd1otZE9Ga1lDQUt3eWlnZTA1VGhtYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbQjbbg7KTyBBUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgGyLQ5WBGCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPMjU0NDU2NjQ3NDI2MDQ2Em9lbV92aWRlb19hc3NldF9pZA8yMzA0OTYyMTk5Nzc3MDQVb2VtX3ZpZGVvX3Jlc291cmNlX2lkEDEzNzcyMjE2Mjk4ODczMzYcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA8zMDU2NzM1MjUzNzQ5MDgOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzAzMxMQJjZAoyMDIzLTA4LTIxA3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zCDE0NDAuMTcxAWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=bxS7UJyTWjUAX9FRrSI&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfBUv7XvGTPrFbpT42rf-u6Vtst-lQ6qS3oaIJERsEUQ4w&oe=6504245C&_nc_rid=333228315769580
252,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_273834762032425_7606512085142525093_n.mp4?_nc_cat=103&vs=ede569ac46e01557&_nc_vs=HBksFQAYJEdJQ1dtQUFwMWJjZkRma0FBS1hVb3I1d3dvOXBibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFDZkM1c25kaHNCQU1RM3R0VjUxMHhUYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbOu8q38OT6AhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgGyLQ5WBGCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAExEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPNjMxNTc5MDI5MDQxNzE0Em9lbV92aWRlb19hc3NldF9pZA82NzgwNjM0MzA0NTMxMzkVb2VtX3ZpZGVvX3Jlc291cmNlX2lkDzgzMjk2Mzg2ODE4NDI5NRxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkDzY2MzQzNjU3NTcxMjM2MA52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMDNTgwAmNkCjIwMjMtMDgtMjEDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MIMTQ0MC4xNzEBZgJhZAJ0cxVwcm9ncmVzc2l2ZV9lbmNvZGluZ3MA&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=FjyrmRS47cAAX93QnFC&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfBCkUAg0ODPTSkbGy11CzwJ_B-kJ9VRbdwvgrgjxCN3vQ&oe=6502A111&_nc_rid=993981545584690
253,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_1299635580756611_761813387642814892_n.mp4?_nc_cat=104&vs=de659204ef12df12&_nc_vs=HBksFQAYJEdJQ1dtQUNENGlEOUFwNEVBS3hCbG1NOWdaSUtibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCMXBVeC1LU01EQVB6MEQzQ1NOaHh1YnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACak9I%2FvztH2AhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQMTIzODUwNTA5Njg0Nzk5MhJvZW1fdmlkZW9fYXNzZXRfaWQPMTk5MDQ4Mjc5ODM0MzQ3FW9lbV92aWRlb19yZXNvdXJjZV9pZA84MjM4MzY4NTI0ODUzOTQcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZBAxMzk3Njk2NDQ3NDc0OTM1DnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwMxNzQCY2QKMjAyMy0wOC0yMQNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwgxNDQwLjIxNAFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=Z8-w0ZJbKlkAX_WUMk8&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfClIuJib2Pd2cjGxKtqwVQKKlRTFs7Hguc3v830XSt1Lg&oe=65039215&_nc_rid=512221480225181
254,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_1374131296468288_9109246895106313930_n.mp4?_nc_cat=101&vs=28676c46b6bf7f7b&_nc_vs=HBksFQAYJEdJQ1dtQUJBLWN6ZndfRUVBTXBPSk1ySmkycF9ibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCSVRtXzA5dGtBQURHVTFBd3RoZFVwYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACaomqzK%2B7iyAxUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgBeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPNzM4Mjc5MDY0NzI0NjAzEm9lbV92aWRlb19hc3NldF9pZA83NzA0ODUzMDQ3NjQwMDgVb2VtX3ZpZGVvX3Jlc291cmNlX2lkDzk1NTM1NDc1MjMyMTE3MhxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkDzc5NTg4ODcxNTY1NTM4Ng52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMEMjExMgJjZAoyMDIzLTA4LTIxA3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zCDE0NDAuMTA3AWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=hwrfuQwURZkAX-hc625&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfA-cxFu40F0o0E08f3SR5xTWZDGwG7LqMFGITU2wxguzQ&oe=65038C94&_nc_rid=366449030231563
255,https://scontent-xsp1-3.xx.fbcdn.net/v/t39.25447-2/10000000_3615740012080352_5107919387592081521_n.mp4?_nc_cat=100&vs=3d03294461d6aa2c&_nc_vs=HBksFQAYJEdJQ1dtQURnTEFVVGY5Z01BSEhBd2I2ZV9lSkdibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFDenRGeGVjUFVDQU5MREVzLTFCb0VxYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbirtTizJZUFQIoAkMzGAt2dHNfcHJldmlldxwXQJaAF41P3zsYIWRhc2hfZ2VuMmh3YmFzaWNfaHEyX2ZyYWdfMl92aWRlbxIAGBh2aWRlb3MudnRzLmNhbGxiYWNrLnByb2Q4ElZJREVPX1ZJRVdfUkVRVUVTVBsKiBVvZW1fdGFyZ2V0X2VuY29kZV90YWcGb2VwX2hkE29lbV9yZXF1ZXN0X3RpbWVfbXMBMAxvZW1fY2ZnX3J1bGUHdW5tdXRlZBNvZW1fcm9pX3JlYWNoX2NvdW50ATARb2VtX2lzX2V4cGVyaW1lbnQADG9lbV92aWRlb19pZBA2NDIxNzc4MDc0NjAyOTk3Em9lbV92aWRlb19hc3NldF9pZBAzNDYzMzM1NzUzOTgwNDcxFW9lbV92aWRlb19yZXNvdXJjZV9pZA8xODUxMDYyMTQ1ODczMTMcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZBA2MzcxMDc0ODY2MzQ2MjA5DnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwQzMDE1AmNkCjIwMjMtMDgtMjEDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MIMTQ0MC4xMDcBZgJhZAJ0cxVwcm9ncmVzc2l2ZV9lbmNvZGluZ3MA&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=eiT2hTUyc18AX-xy-dX&_nc_ht=scontent-xsp1-3.xx&edm=APRAPSkEAAAA&oh=00_AfAdv8l3fpAmXH9agxhsbB_OApH7Kk6XElpHUhqN5Ii7fA&oe=6502A256&_nc_rid=359235389587227
256,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_1044168229858925_2471384665413289483_n.mp4?_nc_cat=104&vs=30eb514c21eb07a1&_nc_vs=HBksFQAYJEdJQ1dtQUJ0TG0xY3FyVURBQXVHVGwxQ0gwd2libWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCSkE5SDZiME1DQUhIWFRsd1dydEpJYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACaM%2BNOEmce0AhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgBeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPMTMwMzY5MjkwMTAxOTgwEm9lbV92aWRlb19hc3NldF9pZA82ODk2NzYzNzk4NzA0OTcVb2VtX3ZpZGVvX3Jlc291cmNlX2lkDzY3ODUyMjI5Mzc0NzIwNhxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkDzk0NjE5MTk2MzExMTE2Mg52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMENjIwNAJjZAoyMDIzLTA4LTIxA3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zCDE0NDAuMTA3AWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=AB6N9ROlI_EAX-EHucu&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfChYYMtPEVI5PeELDCx2ZJPKyHEA2TuCOwPpIOtJ7lsJA&oe=65028DAE&_nc_rid=250811742511929
257,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_1674157516384963_5003429554521878122_n.mp4?_nc_cat=105&vs=381b7cf750f93261&_nc_vs=HBksFQAYJEdJQ1dtQURENmc4c28tSUZBR3F1OTZlcndHOUZibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCNEZ3dWdvVjBEQUg2N3pkQlgxS05RYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACaqy4GPovP7AhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgGyLQ5WBGCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQMTUwNDI0MjU3MzcyMTkyNhJvZW1fdmlkZW9fYXNzZXRfaWQPNzQwMDYzNDY3ODg1ODU3FW9lbV92aWRlb19yZXNvdXJjZV9pZA84MzU0MTAwNzc5NTQ3NzMcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA82NzU5Mjk0NjQwNjcwMjYOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDM3OTQCY2QKMjAyMy0wOC0yMQNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwgxNDQwLjE3MQFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=1fs_gYdJZJIAX9TWP1F&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfC50OcKZtHc8OJNKWIyQ84swe-dKoCqJ6BBcpYI__36FQ&oe=65038328&_nc_rid=398730370608096
258,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_684461243081924_7566812476788777962_n.mp4?_nc_cat=103&vs=719b99b463c14dd6&_nc_vs=HBksFQAYJEdJQ1dtQURFcEVHTmcyNENBT29qLVdEYnR3SnBibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCTXhQWXdPYjhEQUFlVGMxSXd3MEZsYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbS9fKl957nAhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPMjEwNDUwNjUxNzExMDE2Em9lbV92aWRlb19hc3NldF9pZBAxMjIxMTc5MzM4NTU2MTE1FW9lbV92aWRlb19yZXNvdXJjZV9pZA83ODk5ODA3NTY0NjcwNDkcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA8yNzk4NTYxMDQ2ODY5MTMOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDQwMzACY2QKMjAyMy0wOC0yMQNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwgxNDQwLjIxNAFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=3t2A1sGIXJ8AX_oO1VS&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfBoyjGMLANgpqD6cZ7ncNcffrj04h-k2KH-YLMZh9PNfw&oe=65026BE6&_nc_rid=482503592232913
259,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_315841267571209_4104362298196808274_n.mp4?_nc_cat=110&vs=75c926491737cd4e&_nc_vs=HBksFQAYJEdJQ1dtQUFKR29fR1FSOEJBRkxTaHEzRG4tVTRibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFBbDR1NTdEUDhDQUdqakhsRDNUTlY4YnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACboxZyU3MyyAxUCKAJDMxgLdnRzX3ByZXZpZXccF0CWf8GJN0vHGCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPMzIwNzAxOTcwMzU4ODYwEm9lbV92aWRlb19hc3NldF9pZA84MjQ4NzczMzkwMzc0NDgVb2VtX3ZpZGVvX3Jlc291cmNlX2lkDzk1NTY5NDEzMjIwMzg5MhxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkDzk2MjU1NzQ1ODEzNDA1NA52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMEMzcxOAJjZAoyMDIzLTA4LTIxA3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zCDE0NDAuMDIyAWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=LC9Ofyk3_1sAX-x_7HD&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfDI6MiXkEDMG4C79rtBhKk8Lk7pXPLtUMKo8yyl_5N5_g&oe=6502366F&_nc_rid=349722445123969
